job_title,company,location,experience,salary,posted_time,applicants,job_description,key_skills,job_url,location_clean,experience_min,experience_level,salary_lpa_min,skill_list,is_data_role,SQL,Python,Excel,Power BI,Tableau,Machine Learning,Statistics,AWS,Azure,Data visualization,Data Analysis,core_tools_score,bi_tools_score,advanced_score,cloud_score
Payer Data Analyst,Star4rall It Solutions,"Mumbai, Mumbai (All Areas)",3 - 7 years,8-13 Lacs P.A.,3+ weeks ago,100+,"Star4rall It Solutions Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru They will have comfort collaborating with business and technical stakeholders, providing feedback on outcomes of analysis, and comfortable proposing changes that will improve the quality and accuracy of the deliverables. Proven ability to provide input to the management and maintenance of healthcare payer master data hierarchy, attributes, and structure Process and project minded - able to improve existing processes, provide project estimates for data analysis and mapping Able to build reports such as data mapping rates, and/or provide additional analysis as needed Strong communicator, able to convey information across a broad set of cross-functional stakeholders. Ability to adapt and work in a fast-paced, creative, and agile ecosystem Must have strong visual and verbal communication Skills","agile, claims, data analysis, data mapping, excel, health insurance, healthcare, pharma, project estimation, sr. data analyst",https://www.naukri.com/job-listings-payer-data-analyst-star4rall-it-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-170323502157,Mumbai,3.0,Mid,8.0,"['pharma', 'claims', 'excel', 'sr. data analyst', 'project estimation', 'agile', 'data analysis', 'healthcare', 'data mapping', 'health insurance']",1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Data Analyst,Tech Stalwart Solution,Mumbai,6 - 9 years,Not Disclosed,3+ weeks ago,100+,"Tech Stalwart Solution Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru - Technical proficiency in SQL, Python, PySpark - Scala knowledge is preferred but not mandatory - Good communication skills - Availability for immediate joining - Preferably internal candidates","data analysis, kolkata, python, scala, sql",https://www.naukri.com/job-listings-data-analyst-tech-stalwart-solution-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-6-to-9-years-030125501914,Mumbai,6.0,Senior,,"['kolkata', 'data analysis', 'scala', 'sql', 'python']",1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
Data Analyst,Diverse Lynx,Chennai,8 - 15 years,3-6 Lacs P.A.,3+ weeks ago,100+,"Kolkata, Hyderabad, Chennai, Bengaluru Experiance-8 to 15 Years Location-Any DC location Detailed Job description- Proficiency in Excel, Power Query, and SQL for data exploration and transformation. Ability to work closely with UX/UI designers to validate design decisions using data Basic understanding of data engineering workflows to collaborate effectively with engineers Strong ability to document data requirements, logic, and assumptions clearly Skilled in designing schema models for handoff to data engineers or backend developers Familiarity with Power BI, AWS DataHub and Databricks is a plus","aws, backend, basic, data analysis, excel, power bi, query, schema, sql, sr. data analyst, sr. power bi developer",https://www.naukri.com/job-listings-data-analyst-diverse-lynx-kolkata-hyderabad-chennai-bengaluru-8-to-15-years-040825506151,Chennai,8.0,Senior,3.0,"['basic', 'backend', 'query', 'excel', 'aws', 'sr. data analyst', 'sr. power bi developer', 'data analysis', 'power bi', 'sql', 'schema']",1,1,0,1,1,0,0,0,1,0,0,1,2,1,0,1
Data Analyst,360DigiTMG,Hyderabad,1-2 years,,3+ weeks ago,100+,"Vijayawada, Hyderabad Starts in 1-3 months Reporting Structure : Project Manager Part of Management Team : No Team Size : Individual Contributor Designation : Data Analyst Intern Work location : Vijayawada/Hyderabad Deliver business intelligence services, lead BI software development, and present Power BI reports. Will transform raw data into cohesive, valuable reports capturing meaningful business insights. Assist in gathering and analyzing data from various sources. Create and maintain interactive dashboards and reports using Power BI/Data Studio. Automate data extraction processes using tools such as Excel, Python, and SQL. Collaborate with team members to understand business requirements and translate them into data-driven insights. Support the development of data visualizations and analytical models to aid in decision-making. Document processes and ensure data accuracy and consistency. Participate in team meetings and contribute to discussions on data strategies and solutions. Ensuring data security and compliance with best practices. Troubleshooting and resolving issues in Power BI /Data Studio reports Providing training and support to end users on using dashboards/tools. Problem-solving and analytical understanding for statistics and data. Good understanding of data analysis, data visualization, and data modelling. Technical skills and competency in using data analytics software like Data Studio, Power BI, etc. Familiarity with Power BI, Excel, SQL, and Python is a must. Ability to work independently and as part of a team. Good communication skills and a willingness to learn. Bachelors in Artificial Intelligence is must. Good knowledge of SQL queries and Python programming. Leadership Competencies Curiosity to explore Adaptability and resilience Communication and collaboration","analytical, artificial intelligence, business intelligence, data analysis, data extraction, data security, intern, internship, python, troubleshooting, vijayawada",https://www.naukri.com/job-listings-data-analyst-360digitmg-vijayawada-hyderabad-1-to-2-years-180825504268,Hyderabad,1.0,Entry,,"['troubleshooting', 'internship', 'artificial intelligence', 'vijayawada', 'data security', 'analytical', 'intern', 'business intelligence', 'data analysis', 'data extraction', 'python']",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Exciting Data Analysts,Digital Solution Tech,Bangalore/Bengaluru,1 - 3 years,5-10 Lacs P.A.,3+ weeks ago,100+,"Exciting Data Analysts Digital Solution Tech Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru We re Hiring: Data Analyst Salary: As per industry standards We re looking for a detail-oriented Data Analyst to join our growing team at Bapat Constructions Pvt. Ltd. You ll be working closely with project and management teams to interpret data and help make data-driven decisions across construction operations, procurement, and planning. Key Responsibilities: Collect, analyse, and interpret large datasets from various departments Develop and maintain dashboards, reports, and visualisations Identify trends, patterns, and anomalies to support decision-making Coordinate with project managers and procurement teams to forecast resource needs Ensure data quality, integrity, and consistency Present findings in a clear and actionable format Bachelor s degree in Statistics, Mathematics, Computer Science, or related field Proficiency in MS Excel, SQL, and data visualisation tools (Power BI/Tableau) Strong analytical thinking and problem-solving skills Good communication and presentation skills Work with a reputed name in the construction industry Exposure to real-world projects and business intelligence Friendly work environment with growth opportunities","analytical, aws data engineer, business intelligence, computer science, construction, data analysis, data quality, excel, power bi, procurement, sql",https://www.naukri.com/job-listings-exciting-data-analysts-digital-solution-tech-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-010825502005,Bengaluru,1.0,Entry,5.0,"['data quality', 'procurement', 'excel', 'analytical', 'computer science', 'construction', 'business intelligence', 'data analysis', 'power bi', 'aws data engineer', 'sql']",1,1,0,1,1,0,0,0,1,0,0,1,2,1,0,1
Data Analyst,Primera Medical Technologies,Hyderabad,1 - 6 years,Avg. salary - 4.3 LPA,3+ weeks ago,100+,"Primera Medical Technologies We are looking for a highly skilled Data Analyst to join our team at PrimEra Medical Technologies. The ideal candidate will have a strong background in data analysis and interpretation, with excellent analytical and problem-solving skills. Roles and Responsibility Analyze complex data sets to identify trends and patterns, providing insights that inform business decisions. Develop and maintain databases, spreadsheets, and reports to track key performance indicators and metrics. Collaborate with cross-functional teams to design and implement data-driven solutions. Communicate findings and recommendations to stakeholders through clear and concise reports. Identify areas for process improvement and implement changes to increase efficiency. Stay up-to-date with industry trends and emerging technologies to continuously improve data analysis capabilities. Strong understanding of data analysis principles, including statistical modeling and machine learning. Excellent communication and interpersonal skills, with the ability to work effectively with technical and non-technical stakeholders. Ability to prioritize tasks and manage multiple projects in a fast-paced environment. Strong attention to detail, with a focus on accuracy and quality in all work. Disclaimer - This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers to verify all details directly with the employer via their official channels before","communication and interpersonal skills, data analysis, data visualization, design, emerging technologies, machine learning, medical, microsoft office, power bi, process improvement, statistical modeling, tableau, visualization tools",https://www.naukri.com/job-listings-data-analyst-primera-medical-technologies-hyderabad-1-to-6-years-221225501933,Hyderabad,1.0,Entry,3.0,"['medical', 'communication and interpersonal skills', 'visualization tools', 'statistical modeling', 'machine learning', 'emerging technologies', 'data analysis', 'design', 'process improvement', 'power bi', 'tableau', 'microsoft office', 'data visualization']",1,0,0,0,1,1,1,0,0,0,1,1,0,2,1,0
Data Analyst,Creoquad Hyderabad,Hyderabad/Secunderabad,1 - 3 years,6-9 Lacs P.A.,3+ weeks ago,100+,"CreoQuad is looking for Data Analyst to join our dynamic team and embark on a rewarding career journey Collecting and analyzing large data sets using statistical and data visualization tools Identifying patterns, trends, and correlations in data to inform business decisions Developing and maintaining databases, data systems, and data analytics tools Developing and implementing data analysis processes and methodologies Creating and delivering reports and presentations that clearly communicate data insights to management and other stakeholders Collaborating with other departments, such as marketing and operations, to develop data-driven solutions to business problems Ensuring data accuracy, completeness, and integrity Designing and conducting experiments to test hypotheses and validate assumptions Developing and maintaining predictive models to forecast business outcomes Disclaimer: This job description has been sourced from a public domain and may have been modified by Naukri.com to improve clarity for our users. We encourage job seekers to verify all details directly with the employer via their official channels before applying.","data analysis, data analytics analyst, sales",https://www.naukri.com/job-listings-data-analyst-creoquad-hyderabad-1-to-3-years-220925504876,Hyderabad,1.0,Entry,6.0,"['sales', 'data analysis', 'data analytics analyst']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,Mid Source Tech,Hyderabad,2 - 5 years,Not Disclosed,3+ weeks ago,100+,"A data analyst is responsible for organizing data related to sales numbers, market research, logistics, linguistics, or other behaviours. They utilize technical expertise to ensure data is accurate and high-quality. Data is then analyzed, designed, and presented in a way that assists individuals, businesses, and organizations make better decisions. Using automated tools to extract data from primary and secondary sources Removing corrupted data and fixing coding errors and related problems Developing and maintaining databases, data systems - reorganizing data in a readable format Performing analysis to assess quality and meaning of data Filter Data by reviewing reports and performance indicators to identify and correct code problems Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction Assigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time. Analyzing local, national, and global trends that impact both the organization and the industry Preparing reports for the management stating trends, patterns, and predictions using relevant data Working with programmers, engineers, and management heads to identify process improvement opportunities, propose system modifications, and devise data governance strategies. Preparing final analysis reports for the stakeholders to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends. Another integral element of data analyst job description is EDA or Exploratory Data Analysis Project. In such data analyst projects, the analyst needs to scrutinize data to recognize and identify patterns. The next thing data analysts do is use data modeling techniques to summarize the overall features of data analysis. Data Analyst Skills Required Cleansing and preparing data Analyzing and exploring data Expertise in statistics Analyzing and visualizing data Reports and dashboards Communication and writing Expertise in the domain","coding, data analysis, data governance, data modeling, hr, linguistics, logistics, market research, process improvement",https://www.naukri.com/job-listings-data-analyst-mid-source-tech-hyderabad-2-to-5-years-240924502610,Hyderabad,2.0,Entry,,"['logistics', 'data modeling', 'data analysis', 'data governance', 'process improvement', 'linguistics', 'market research', 'hr', 'coding']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,IntouchCX,Hyderabad/Secunderabad,2 - 3 years,6-9 Lacs P.A.,3+ weeks ago,100+,"We are seeking a dedicated Data Analyst to analyze and report on operational data, enhancing program performance visibility. This role is vital in contributing to various projects and performing ad-hoc analyses, providing timely insights that support strategic decision-making. If you are passionate about data and eager to make a significant impact, we invite you to apply As Data Analyst, You Will... Collect and organize large sets of data from various sources Analyze and interpret data using statistical methods and software Identify patterns and trends in data to inform business decisions Develop and maintain databases and data systems to ensure accuracy and efficiency Create reports and visualizations to communicate findings and insights to stakeholders Collaborate with cross-functional teams to drive data-driven decision making Continuously monitor and evaluate data to identify areas for improvement or optimization Stay up-to-date with industry trends and advancements in data analysis techniques As Data Analyst, You Have... A bachelor's degree in Mathematics, Statistics, Computer Science, or a related field is preferred Strong knowledge of data visualization tools such as Looker and Power BI to create visual representations of data Strong proficiency in G Suite products, including Google Sheets, Looker, and BigQuery Strong Excel skills are a must Proficiency in fine-tuning data queries with strong SQL skills and knowledge of SQL Server Integration Services (SSIS) Strong analytical skills to analyze complex data sets and draw meaningful insights Excellent communication skills to present findings clearly and concisely to stakeholders Attention to detail to ensure accuracy in data analysis and reporting Ability to work with large data sets and databases Flexibility and adaptability to thrive in a fast-paced and constantly changing environment Commitment to continuous learning and upskilling to stay current with the latest tools and technologies in data analysis","analytical skills, customer service, data analysis, data visualization, operations, power bi analyst, reporting tools, sql server integration services, ssis",https://www.naukri.com/job-listings-data-analyst-24-7-intouch-hyderabad-2-to-3-years-221025507622,Hyderabad,2.0,Entry,6.0,"['ssis', 'data analysis', 'reporting tools', 'power bi analyst', 'customer service', 'sql server integration services', 'operations', 'analytical skills', 'data visualization']",1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
Data Analyst,IntouchCX,Mumbai,2 - 3 years,5-10 Lacs P.A.,2 weeks ago,100+,"Join us in transforming the perception of customer service! We are seeking a dedicated Data Analyst to analyze and report on operational data, enhancing program performance visibility. This role is vital in contributing to various projects and performing ad-hoc analyses, providing timely insights that support strategic decision-making. If you are passionate about data and eager to make a significant impact, we invite you to apply! As Data Analyst, You Will Collect and organize large sets of data from various sources Analyze and interpret data using statistical methods and software Identify patterns and trends in data to inform business decisions Develop and maintain databases and data systems to ensure accuracy and efficiency Create reports and visualizations to communicate findings and insights to stakeholders Collaborate with cross-functional teams to drive data-driven decision making Continuously monitor and evaluate data to identify areas for improvement or optimization Stay up-to-date with industry trends and advancements in data analysis techniques As Data Analyst, You Have A bachelors degree in Mathematics, Statistics, Computer Science, or a related field is preferred Strong knowledge of data visualization tools such as Looker and Power BI to create visual representations of data Strong proficiency in G Suite products, including Google Sheets, Looker, and BigQuery Strong Excel skills are a must Proficiency in fine-tuning data queries with strong SQL skills and knowledge of SQL Server Integration Services (SSIS) Strong analytical skills to analyze complex data sets and draw meaningful insights Excellent communication skills to present findings clearly and concisely to stakeholders Attention to detail to ensure accuracy in data analysis and reporting Ability to work with large data sets and databases Flexibility and adaptability to thrive in a fast-paced and constantly changing environment Commitment to continuous learning and upskilling to stay current with the latest tools and technologies in data analysis","bigquery, customer service, data analysis, data integration tools, data interpretation, data visualization, database maintenance, g suite, google sheets, power bi, reporting tools, sql, sql server integration services, ssis",https://www.naukri.com/job-listings-data-analyst-intouchcx-hyderabad-2-to-3-years-190126922836,Mumbai,2.0,Entry,5.0,"['data integration tools', 'data interpretation', 'power bi', 'database maintenance', 'google sheets', 'g suite', 'ssis', 'data analysis', 'reporting tools', 'customer service', 'bigquery', 'sql server integration services', 'sql', 'data visualization']",1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
Data Analyst - Media,Databeat,Bangalore/Bengaluru,2 - 4 years,13-17 Lacs P.A.,3+ weeks ago,100+,"Data Analyst - Media Shift Timings: 5PM - 2AM IST Key Responsibilities: Analyze AdTech data (e.g., ads.txt, programmatic delivery, campaign performance, revenue metrics) to support business decisions. Design, develop, and maintain scalable data pipelines using GCP-native tools (e.g., Cloud Functions, Dataflow, Composer). Write and optimize complex SQL queries in BigQuery for data extraction and transformation. Build and maintain dashboards and reports in Looker Studio to visualize KPIs and campaign performance. Collaborate with cross-functional teams including engineering, operations, product, and client teams to gather requirements and deliver analytics solutions. Monitor data integrity, identify anomalies, and work on data quality improvements. Provide actionable insights and recommendations based on data analysis and trends. Required Qualifications: Strong proficiency in SQL, particularly with Google BigQuery. Proficiency in Looker Studio Strong problem-solving skills and attention to detail. Excellent communication skills with the ability to explain technical topics to non-technical stakeholders. Exposure to data orchestration tools like Apache Airflow (via Cloud Composer). Familiarity with Python for scripting or automation. Understanding of cloud data architecture and AdTech integrations (e.g., DV360, Ad Manager, Google Ads).","apache, automation, business intelligence, data analysis, data architecture, data extraction, data quality, python, sql",https://www.naukri.com/job-listings-data-analyst-media-databeat-hyderabad-2-to-4-years-261125500537,Bengaluru,2.0,Entry,13.0,"['data quality', 'apache', 'business intelligence', 'automation', 'data analysis', 'data extraction', 'sql', 'data architecture', 'python']",1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
Sensing Data Analyst,Geoconsultants India Services,Hyderabad,2 - 4 years,Not Disclosed,3+ weeks ago,100+,"Sensing Data Analyst Geoconsultants India Services This a Full Remote job, the offer is available from: India We are looking for a self-motivated Remote Sensing Data Analyst with proven insurance and monitoring projects. The role involves satellite data analysis, GIS mapping, and report generation to aid decision-making. Analyze satellite imagery (optical and microwave) and geospatial datasets for crop monitoring and assessment. Support PMFBY workflows including sowing detection, mid-season calamity impact assessment, Crop classification, CCE planning, and yield estimation. Perform spatial and statistical analysis to derive actionable insights. Prepare detailed technical reports, summaries, and visualizations for stakeholders. Collaborate with field team, and line departments, stack holder to understand requirement and validate findings. Automate geospatial workflowsusing Python, Google Earth Engine, or similar platforms. Maintain documentation of methodologies and ensure reproducibility of analysis. Required Qualifications: Master s (M. Sc. / M. Tech) degree in Remote Sensing, Geo-informatics, Agriculture, or related field. Minimum 2-4 years of xperience in remote sensing and GIS, with direct involvement in PMFBY projects. Proficiency in open-source GIS software and remote sensing platforms. Strong skills in Python, Google Earth Engine, or R for geospatial data processing. Understanding of PMFBY guidelines, crop calendars, and agro-climatic zones in India. Ability to manage multiple tasks and deliver under tight timelines. Strong communication and stakeholder engagement skills.","analytical, data analysis, data processing, machine learning, monitoring, open source, python, remote sensing, stakeholder engagement",https://www.naukri.com/job-listings-sensing-data-analyst-geoconsultants-india-services-hyderabad-2-to-4-years-051225502735,Hyderabad,2.0,Entry,,"['analytical', 'remote sensing', 'monitoring', 'open source', 'machine learning', 'data analysis', 'data processing', 'stakeholder engagement', 'python']",1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
Data Analyst,Indium Software,Hyderabad,3 - 4 years,Avg. salary - 14.7 LPA,3+ weeks ago,100+,,"basic, data analysis, jira, python, sql, stakeholder management, tableau",https://www.naukri.com/job-listings-data-analyst-indium-software-hyderabad-3-to-4-years-221225502937,Hyderabad,3.0,Mid,7.0,"['basic', 'data analysis', 'sql', 'jira', 'tableau', 'stakeholder management', 'python']",1,1,1,0,0,1,0,0,0,0,0,1,2,1,0,0
AI Engineer / Data Analyst,Meru Software,Hyderabad,2 - 5 years,Not Disclosed,3+ weeks ago,100+,AI Engineer / Data Analyst Meru Software Pvt Ltd is looking for AI Engineer / Data Analyst to join our dynamic team and embark on a rewarding career journey. Designing and developing AI algorithms and models to solve specific business problems. Creating and maintaining databases for storing and processing large amounts of data. Developing and deploying machine learning and deep learning models. Implementing and integrating AI solutions with existing systems and software. Analyzing and interpreting complex data sets to extract insights and drive decision - making. Collaborating with cross - functional teams to develop and deploy AI applications. Ensuring the security and privacy of data used in AI applications. Communicating and presenting technical information to non - technical stakeholders. Excellent communication skills & attention to detail.,"data analysis, machine learning, python, sql",https://www.naukri.com/job-listings-ai-engineer-data-analyst-meru-software-pvt-ltd-hyderabad-2-to-5-years-090625504929,Hyderabad,2.0,Entry,,"['machine learning', 'data analysis', 'sql', 'python']",1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0
DATA ANALYST,Kilonewtons,Hyderabad/Secunderabad,1 - 3 years,6-9 Lacs P.A.,3+ weeks ago,100+,"Job Title: DATA ANALYST Location: HYDERABAD, INDIA Website: kilonewtons KILONEWTONS is looking for a skilled DATA ANALYST to transform raw data into actionable insights that drive business decisions Join our Hyderabad analytics team and work with cutting-edge tools on impactful projects, Key Responsibilities Collect, clean, and analyze large datasets from multiple sources Develop interactive dashboards and reports for stakeholders Perform statistical analysis to identify trends and patterns Create predictive models using machine learning techniques Automate data processes for efficiency Collaborate with teams to define KPIs and metrics Present findings to leadership with clear visualizations Ensure data integrity and quality across systems SQL (Advanced queries, optimization) Python (Pandas, NumPy, SciPy) Data Visualization (Power BI/Tableau) Statistical Analysis (A/B testing, regression) Excel (Advanced formulas, Power Query) ETL processes and tools Cloud platforms (AWS/GCP/Azure) Version Control (Git) Machine Learning basics Big Data technologies (Spark, Hadoop) Domain knowledge in [your industry] Why Join KILONEWTONS Hyderabad Competitive salary + performance bonuses Access to cutting-edge analytics tools Hybrid work flexibility (3 days WFH) Free lunch & office snacks Clear career growth path Updated resume highlighting analytics projects Portfolio (GitHub, Tableau Public, or sample reports) 2 professional references Subject: ?DATA ANALYST Application Hyderabad [Your Name]?","cloud services, containerization, data analysis, design principles, linux, microservices, orchestration, programming, rest api design, software development",https://www.naukri.com/job-listings-data-analyst-kilonewtons-hyderabad-1-to-3-years-280825502494,Hyderabad,1.0,Entry,6.0,"['containerization', 'linux', 'orchestration', 'programming', 'cloud services', 'data analysis', 'software development', 'microservices', 'design principles', 'rest api design']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst - People Success,Regalix,Hyderabad,2 - 6 years,Avg. salary - 4.8 LPA,3+ weeks ago,100+,"Data Analyst - People Success Disclaimer: MarketStar is committed to ensuring integrity and transparency in our recruitment practices. We DO NOT charge any fees at any stage of the recruitment process. In case you receive any unsolicited requests for payments, please report to immediately. Role- Data Analyst - People Success Location- Bangalore. In everything we do, we believe in creating growth, for our clients, our employees, and our community. For the past 35+ years, we have been generating revenue for the most innovative tech companies across the globe through our outsourced B2B demand, sales, customer success, and revenue operations solutions. We are passionate about cultivating career advancements for our people, and support them through mentorship, leadership, and career-development programs. We provide service and support to our communities through the MarketStar Foundation. Our exceptional team is the cornerstone of MarketStars accomplishments. We are proud of our award-winning workplace culture and to be named a top employer in our industry. These achievements are a testament to our six core values, embraced by our 3,000+ employees worldwide. From our headquarters in Utah, USA, to our global offices in India, Ireland, Bulgaria, Mexico, the Philippines, and Australia, we all work together to drive innovation and success. We are excited to have you apply to join our MarketStar team and can t wait to discuss how we can help you find growth! Key Responsibilities: Data Analysis & Reporting Collect, analyze, and interpret large datasets to identify trends, patterns, and actionable insights. Develop and maintain interactive dashboards and reports using tools such as Power BI, Tableau, or Excel, VBA and macros Build automated reporting solutions that support business functions across the organization. Performance Measurement Design KPIs, tracking metrics, and performance frameworks to evaluate business initiatives. Conduct ad-hoc analyses to support strategic projects and operational decisions. Required Qualifications Strong expertise in BI tools (Power BI, Tableau, etc.). Strong analytical, problem-solving, and critical-thinking skills. Excellent communication skills with the ability to explain technical concepts to non-technical audiences. Strong with Advanced Excel, VBA, Macros Exposure to agentic AI","advanced excel, analytical, business intelligence, career development, data analysis, macros, operations, performance measurement, power bi",https://www.naukri.com/job-listings-data-analyst-people-success-marketstar-hyderabad-2-to-6-years-221225501530,Hyderabad,2.0,Entry,8.0,"['macros', 'analytical', 'advanced excel', 'business intelligence', 'data analysis', 'performance measurement', 'power bi', 'operations', 'career development']",1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
Data Analyst,MR Chemie,Hyderabad,2 - 5 years,Not Disclosed,3+ weeks ago,100+,"Job Summary: We are seekinga skilled Web Scraper and Data Miner to join our team and contribute to theextraction, parsing, storage, and analysis of data from various web sources.This role is critical in providing actionable insights for business operations,particularly in sales, marketing, and strategy. Key Roles and Responsibilities: Identify relevant data from websites and automate its extraction using web scraping libraries (e.g., BeautifulSoup, Scrappy). Become familiar with HTML and CSS to locate desired data elements. Data Parsing and Transformation: Clean, transform, and structure the extracted data for usability. Apply data mining techniques to identify patterns and trends. Data Storage and Management: Organize and store data in databases or spreadsheets for easy access and analysis. Utilize data visualization tools to present meaningful insights. Web Scraping Tools Technologies: Employ tools like Selenium, Puppeteer, Octoparse, and frameworks like Scrappy to automate tasks efficiently. Leverage APIs, JSON, and AJAX for advanced data handling. Data Analysis and Visualization: Analyze data using Pandas, NumPy, and Matplotlib to identify actionable insights. Present findings through clear and effective visualizations. Problem Solving and Adaptation: Troubleshoot scraping issues and adapt to changes in website structure or limitations. Develop automated solutions to streamline data extraction processes.","ajax, automation, business operations, data analysis, data extraction, data mining, data science & analytics, html, javascript, mr chemie, power, sql",https://www.naukri.com/job-listings-data-analyst-mr-chemie-india-pvt-ltd-hyderabad-2-to-5-years-180425504465,Hyderabad,2.0,Entry,,"['business operations', 'data science & analytics', 'ajax', 'javascript', 'automation', 'data analysis', 'html', 'mr chemie', 'power', 'data extraction', 'sql', 'data mining']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Data Analyst - Fraud,Proclink,Hyderabad,2 - 5 years,Avg. salary - 4 LPA,3+ weeks ago,100+,,"data analysis, interpersonal skills, machine learning, management, ms office tools, powerpoint, python, risk analytics, risk mitigation, sas sql",https://www.naukri.com/job-listings-data-analyst-fraud-proclink-consulting-services-llp-hyderabad-ahmedabad-2-to-5-years-021225504046,Hyderabad,2.0,Entry,4.0,"['sas sql', 'ms office tools', 'interpersonal skills', 'risk analytics', 'risk mitigation', 'management', 'machine learning', 'data analysis', 'powerpoint', 'python']",1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0
Data Analyst,Apptad,Hyderabad,5 - 10 years,Avg. salary - 3.6 LPA,3+ weeks ago,100+,"Warangal, Hyderabad, Nizamabad Mode of work- Hybrid (Work from office 3 days in a week) Note Kindly work within the budget. The candidate should have strong analytical and problem-solving skills, be a collaborative team player with the ability to multi-task, be a quick self-learner, and be highly motivated to analyze complex data challenges while articulating business impact through compelling visualizations and insights. Responsibilities & Duties: Design and build complex reports meeting diverse business requirements. Create interactive dashboards and self-service analytics capabilities. Develop KPI frameworks and automated reporting solutions. Implement advanced analytics features including calculated fields, custom dimensions, and dynamic content. Write efficient SQL queries for complex data transformations and analysis on Snowflake, BigQuery, Oracle, Data warehouse. Develop Python applications for data processing, automation, and integration. Develop comprehensive Power BI solutions as complementary visualization platform. Design executive-level dashboards and operational reporting systems. Implement self-service BI capabilities for business users. Create data storytelling frameworks for effective communication of insights. Provide technical mentorship and guidance to junior team members. Collaborate with business stakeholders to understand analytics requirements. Drive design discussions and solution architecture decisions. Document technical specifications, data models, and best practices. Understanding of data warehousing concepts and dimensional modelling. Knowledge of BI best practices and data visualization principles. Flexibility and willingness to learn and adapt to new tools and cloud technologies. Bachelors or higher degree in Engineering, Computer Science, Information Systems, Statistics, or related quantitative field. Additional AWS, GCP certifications (Professional Cloud Developer, Professional Machine Learning Engineer) Microsoft Power BI certification","analytical, automation, computer science, git, machine learning, microsoft, oracle, python, solution architecture, version control, warangal",https://www.naukri.com/job-listings-data-analyst-apptad-inc-warangal-hyderabad-nizamabad-5-to-10-years-041225500388,Hyderabad,5.0,Mid,6.0,"['solution architecture', 'git', 'microsoft', 'analytical', 'computer science', 'oracle', 'automation', 'machine learning', 'version control', 'warangal', 'python']",0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Data Analyst,Fortune India 500 IT Services Firm,Bangalore/Bengaluru,5 - 9 years,6-12 Lacs P.A.,2 weeks ago,100+,,"data analysis, gcp data engineer, hadoop, postgresql, splunk, sql",https://www.naukri.com/job-listings-data-analyst-srs-infoway-hyderabad-chennai-bengaluru-5-to-9-years-150126918024,Bengaluru,5.0,Mid,6.0,"['postgresql', 'data analysis', 'hadoop', 'sql', 'gcp data engineer', 'splunk']",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
